"행정구역별(읍면동)",2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
"행정구역별(읍면동)",총인구 (명),남자 (명),여자 (명),내국인-계 (명),내국인-남자 (명),내국인-여자 (명),외국인-계 (명),외국인-남자 (명),외국인-여자 (명),가구-계 (가구),일반가구 (가구),집단가구 (가구),외국인가구 (가구),주택-계 (호),단독주택 (호),아파트 (호),연립주택 (호),다세대주택 (호),비거주용 건물내 주택 (호),주택이외의 거처 (호)
"철원군",43520,22869,20651,42433,22217,20216,1087,652,435,17090,16770,21,299,16579,9258,4947,1001,921,452,835
"화천군",23425,12636,10789,23025,12443,10582,400,193,207,9826,9713,14,99,9795,5862,2977,478,242,236,424
"양구군",21780,11569,10211,21365,11413,9952,415,156,259,8612,8519,12,81,8211,4765,2696,324,174,252,317
"인제군",30133,16333,13800,29630,16071,13559,503,262,241,12459,12326,10,123,12152,7533,3354,531,331,403,404
"고성군",27144,14505,12639,25520,13321,12199,1624,1184,440,11292,11132,18,142,11559,8764,2193,109,121,372,500
"양양군",26280,13332,12948,25863,13095,12768,417,237,180,12049,11934,14,101,13590,7915,4442,502,304,427,450
"충청북도",1629343,832543,796800,1569560,795522,774038,59783,37021,22762,670865,654713,799,15353,625957,209753,369668,16203,20539,9794,18402
"읍부",349009,181615,167394,333325,171693,161632,15684,9922,5762,141413,137084,227,4102,136104,40015,82112,5227,6628,2122,4997
"면부",338833,179013,159820,316429,163126,153303,22404,15887,6517,148287,143573,343,4371,155756,107538,38364,2924,4832,2098,7024
"동부",941501,471915,469586,919806,460703,459103,21695,11212,10483,381165,374056,229,6880,334097,62200,249192,8052,9079,5574,6381
"충주시",216446,110758,105688,208759,105977,102782,7687,4781,2906,92220,90191,92,1937,92114,29980,52629,3028,4903,1574,1940
"제천시",136093,68500,67593,133782,67369,66413,2311,1131,1180,57908,57422,57,429,57548,20907,32464,1867,992,1318,1158
"청주시",850938,429372,421566,830095,417979,412116,20843,11393,9450,341101,334431,222,6448,292599,63292,213931,5119,6220,4037,8165
"상당구",173783,86676,87107,172165,85947,86218,1618,729,889,66640,66169,53,418,61993,16445,41446,1382,1788,932,956
"서원구",210273,104590,105683,205407,102101,103306,4866,2489,2377,85203,83743,52,1408,72227,14031,54620,1242,1195,1139,1576
"흥덕구",266301,135116,131185,258149,130585,127564,8152,4531,3621,108024,105115,55,2854,89843,17930,67613,1321,2058,921,3676
"청원구",200581,102990,97591,194374,99346,95028,6207,3644,2563,81234,79404,62,1768,68536,14886,50252,1174,1179,1045,1957
"보은군",32001,16139,15862,31293,15790,15503,708,349,359,14206,14044,23,139,15657,11795,2998,305,292,267,534
"옥천군",49117,24706,24411,48069,24080,23989,1048,626,422,20575,20331,31,213,21576,14012,5560,516,1080,408,713
"영동군",48004,24076,23928,46907,23445,23462,1097,631,466,21040,20749,74,217,21104,15198,3990,911,676,329,681
"진천군",87525,47307,40218,78467,41050,37417,9058,6257,2801,35362,32901,82,2379,36556,10681,20616,1651,3181,427,1357
"괴산군",38808,20265,18543,37290,19300,17990,1518,965,553,17267,17013,41,213,16836,14214,1557,275,475,315,732
"음성군",104823,58027,46796,90758,47851,42907,14065,10176,3889,42669,39538,143,2988,42864,16185,22923,1047,2179,530,2420
"단양군",28095,14146,13949,27781,14025,13756,314,121,193,12791,12719,18,54,13854,9408,2779,1028,313,326,362
"증평군",37493,19247,18246,36359,18656,17703,1134,591,543,15726,15374,16,336,15249,4081,10221,456,228,263,340
"충청남도",2188649,1124678,1063971,2084631,1061585,1023046,104018,63093,40925,892159,864102,1156,26901,850525,307197,467790,23186,41242,11110,33131
